420,0,1,1.5,2,2.5,2.8,3,3.5,4
442,22,1.001,1.49,1.99,2.49,2.79,2.99,3.49,3.99
570,150,1.007,1.48,1.98,2.48,2.78,2.97,3.47,3.97
720,300,1.014,1.47,1.97,2.46,2.76,2.95,3.45,3.94
870,450,1.021,1.46,1.95,2.44,2.74,2.93,3.42,3.91
998,578,1.027,1.45,1.94,2.43,2.72,2.91,3.4,3.89
1148,728,1.034,1.44,1.93,2.41,2.7,2.89,3.38,3.86
1297,877,1.041,1.43,1.91,2.39,2.68,2.87,3.35,3.83
1426,1006,1.047,1.42,1.9,2.38,2.66,2.85,3.33,3.81
1575,1155,1.054,1.41,1.89,2.36,2.64,2.83,3.31,3.78
1725,1305,1.061,1.4,1.87,2.34,2.62,2.81,3.28,3.75
1853,1433,1.067,1.39,1.86,2.33,2.61,2.79,3.26,3.73
2003,1583,1.074,1.38,1.85,2.31,2.59,2.77,3.24,3.7
2153,1733,1.081,1.37,1.83,2.29,2.57,2.75,3.21,3.67
2281,1861,1.087,1.36,1.82,2.28,2.55,2.73,3.19,3.65
2431,2011,1.094,1.35,1.81,2.26,2.53,2.71,3.17,3.62
2580,2160,1.101,1.34,1.79,2.24,2.51,2.69,3.14,3.59
2709,2289,1.107,1.33,1.78,2.23,2.5,2.67,3.12,3.57
2858,2438,1.114,1.32,1.77,2.21,2.48,2.65,3.1,3.54
3008,2588,1.121,1.31,1.75,2.19,2.46,2.63,3.07,3.51
3136,2716,1.127,1.3,1.74,2.18,2.44,2.61,3.05,3.49
3286,2866,1.134,1.29,1.73,2.16,2.42,2.59,3.03,3.46
3436,3016,1.141,1.28,1.71,2.14,2.4,2.57,3,3.43
3564,3144,1.147,1.27,1.7,2.13,2.38,2.55,2.98,3.41
3714,3294,1.154,1.26,1.69,2.11,2.36,2.53,2.96,3.38
