420,0,1,1.5,2,2.5,2.8,3,3.5,4
442,22,1.001,1.49,1.99,2.49,2.79,2.99,3.49,3.99
506,86,1.004,1.49,1.99,2.49,2.78,2.98,3.48,3.98
570,150,1.007,1.48,1.98,2.48,2.78,2.97,3.47,3.97
656,236,1.011,1.48,1.97,2.47,2.76,2.96,3.46,3.95
720,300,1.014,1.47,1.97,2.46,2.76,2.95,3.45,3.94
784,364,1.017,1.47,1.96,2.45,2.75,2.94,3.44,3.93
870,450,1.021,1.46,1.95,2.44,2.74,2.93,3.42,3.91
934,514,1.024,1.46,1.95,2.44,2.73,2.92,3.41,3.9
998,578,1.027,1.45,1.94,2.43,2.72,2.91,3.4,3.89
1083,663,1.031,1.45,1.93,2.42,2.71,2.9,3.39,3.87
1148,728,1.034,1.44,1.93,2.41,2.7,2.89,3.38,3.86
1212,792,1.037,1.44,1.92,2.4,2.69,2.88,3.37,3.85
1297,877,1.041,1.43,1.91,2.39,2.68,2.87,3.35,3.83
1361,941,1.044,1.43,1.91,2.39,2.67,2.86,3.34,3.82
1426,1006,1.047,1.42,1.9,2.38,2.66,2.85,3.33,3.81
1511,1091,1.051,1.42,1.89,2.37,2.65,2.84,3.32,3.79
1575,1155,1.054,1.41,1.89,2.36,2.64,2.83,3.31,3.78
1639,1219,1.057,1.41,1.88,2.35,2.64,2.82,3.3,3.77
1725,1305,1.061,1.4,1.87,2.34,2.62,2.81,3.28,3.75
1789,1369,1.064,1.4,1.87,2.34,2.62,2.8,3.27,3.74
1853,1433,1.067,1.39,1.86,2.33,2.61,2.79,3.26,3.73
1939,1519,1.071,1.39,1.85,2.32,2.6,2.78,3.25,3.71
2003,1583,1.074,1.38,1.85,2.31,2.59,2.77,3.24,3.7
2067,1647,1.077,1.38,1.84,2.3,2.58,2.76,3.23,3.69
2153,1733,1.081,1.37,1.83,2.29,2.57,2.75,3.21,3.67
2217,1797,1.084,1.37,1.83,2.29,2.56,2.74,3.2,3.66
2281,1861,1.087,1.36,1.82,2.28,2.55,2.73,3.19,3.65
2366,1946,1.091,1.36,1.81,2.27,2.54,2.72,3.18,3.63
2431,2011,1.094,1.35,1.81,2.26,2.53,2.71,3.17,3.62
2495,2075,1.097,1.35,1.8,2.25,2.52,2.7,3.16,3.61
2580,2160,1.101,1.34,1.79,2.24,2.51,2.69,3.14,3.59
2644,2224,1.104,1.34,1.79,2.24,2.5,2.68,3.13,3.58
2709,2289,1.107,1.33,1.78,2.23,2.5,2.67,3.12,3.57
2794,2374,1.111,1.33,1.77,2.22,2.48,2.66,3.11,3.55
2858,2438,1.114,1.32,1.77,2.21,2.48,2.65,3.1,3.54
2922,2502,1.117,1.32,1.76,2.2,2.47,2.64,3.09,3.53
3008,2588,1.121,1.31,1.75,2.19,2.46,2.63,3.07,3.51
3072,2652,1.124,1.31,1.75,2.19,2.45,2.62,3.06,3.5
3136,2716,1.127,1.3,1.74,2.18,2.44,2.61,3.05,3.49
3222,2802,1.131,1.3,1.73,2.17,2.43,2.6,3.04,3.47
3286,2866,1.134,1.29,1.73,2.16,2.42,2.59,3.03,3.46
3350,2930,1.137,1.29,1.72,2.15,2.41,2.58,3.02,3.45
3436,3016,1.141,1.28,1.71,2.14,2.4,2.57,3,3.43
3500,3080,1.144,1.28,1.71,2.14,2.39,2.56,2.99,3.42
3564,3144,1.147,1.27,1.7,2.13,2.38,2.55,2.98,3.41
3650,3230,1.151,1.27,1.69,2.12,2.37,2.54,2.97,3.39
3714,3294,1.154,1.26,1.69,2.11,2.36,2.53,2.96,3.38
3778,3358,1.157,1.26,1.68,2.1,2.36,2.52,2.95,3.37
