420,0,1,1.5,2,2.5,2.8,3,3.5,4
442,22,1.001,1.49,1.99,2.49,2.79,2.99,3.49,3.99
485,65,1.003,1.49,1.99,2.49,2.79,2.99,3.48,3.98
549,129,1.006,1.49,1.98,2.48,2.78,2.98,3.47,3.97
613,193,1.009,1.48,1.98,2.47,2.77,2.97,3.46,3.96
677,257,1.012,1.48,1.97,2.47,2.76,2.96,3.45,3.95
741,321,1.015,1.47,1.97,2.46,2.75,2.95,3.44,3.94
805,385,1.018,1.47,1.96,2.45,2.74,2.94,3.43,3.92
870,450,1.021,1.46,1.95,2.44,2.74,2.93,3.42,3.91
912,492,1.023,1.46,1.95,2.44,2.73,2.93,3.41,3.9
976,556,1.026,1.46,1.94,2.43,2.72,2.92,3.4,3.89
1041,621,1.029,1.45,1.94,2.42,2.71,2.91,3.39,3.88
1105,685,1.032,1.45,1.93,2.42,2.71,2.9,3.38,3.87
1169,749,1.035,1.44,1.93,2.41,2.7,2.89,3.37,3.86
1233,813,1.038,1.44,1.92,2.4,2.69,2.88,3.36,3.84
1297,877,1.041,1.43,1.91,2.39,2.68,2.87,3.35,3.83
1340,920,1.043,1.43,1.91,2.39,2.67,2.87,3.34,3.82
1404,984,1.046,1.43,1.9,2.38,2.67,2.86,3.33,3.81
1468,1048,1.049,1.42,1.9,2.37,2.66,2.85,3.32,3.8
1532,1112,1.052,1.42,1.89,2.37,2.65,2.84,3.31,3.79
1597,1177,1.055,1.41,1.89,2.36,2.64,2.83,3.3,3.78
1661,1241,1.058,1.41,1.88,2.35,2.63,2.82,3.29,3.76
1725,1305,1.061,1.4,1.87,2.34,2.62,2.81,3.28,3.75
1768,1348,1.063,1.4,1.87,2.34,2.62,2.81,3.27,3.74
1832,1412,1.066,1.4,1.86,2.33,2.61,2.8,3.26,3.73
1896,1476,1.069,1.39,1.86,2.32,2.6,2.79,3.25,3.72
1960,1540,1.072,1.39,1.85,2.32,2.59,2.78,3.24,3.71
2024,1604,1.075,1.38,1.85,2.31,2.59,2.77,3.23,3.7
2088,1668,1.078,1.38,1.84,2.3,2.58,2.76,3.22,3.68
2153,1733,1.081,1.37,1.83,2.29,2.57,2.75,3.21,3.67
2195,1775,1.083,1.37,1.83,2.29,2.56,2.75,3.2,3.66
2260,1840,1.086,1.37,1.82,2.28,2.55,2.74,3.19,3.65
2324,1904,1.089,1.36,1.82,2.27,2.55,2.73,3.18,3.64
2388,1968,1.092,1.36,1.81,2.27,2.54,2.72,3.17,3.63
2452,2032,1.095,1.35,1.81,2.26,2.53,2.71,3.16,3.62
2516,2096,1.098,1.35,1.8,2.25,2.52,2.7,3.15,3.6
2580,2160,1.101,1.34,1.79,2.24,2.51,2.69,3.14,3.59
2623,2203,1.103,1.34,1.79,2.24,2.51,2.69,3.13,3.58
2687,2267,1.106,1.34,1.78,2.23,2.5,2.68,3.12,3.57
2751,2331,1.109,1.33,1.78,2.22,2.49,2.67,3.11,3.56
2816,2396,1.112,1.33,1.77,2.22,2.48,2.66,3.1,3.55
2880,2460,1.115,1.32,1.77,2.21,2.47,2.65,3.09,3.54
2944,2524,1.118,1.32,1.76,2.2,2.46,2.64,3.08,3.52
3008,2588,1.121,1.31,1.75,2.19,2.46,2.63,3.07,3.51
3051,2631,1.123,1.31,1.75,2.19,2.45,2.63,3.06,3.5
3115,2695,1.126,1.31,1.74,2.18,2.44,2.62,3.05,3.49
3179,2759,1.129,1.3,1.74,2.17,2.43,2.61,3.04,3.48
3243,2823,1.132,1.3,1.73,2.17,2.43,2.6,3.03,3.47
3307,2887,1.135,1.29,1.73,2.16,2.42,2.59,3.02,3.46
3372,2952,1.138,1.29,1.72,2.15,2.41,2.58,3.01,3.44
3436,3016,1.141,1.28,1.71,2.14,2.4,2.57,3,3.43
3478,3058,1.143,1.28,1.71,2.14,2.39,2.57,2.99,3.42
3543,3123,1.146,1.28,1.7,2.13,2.39,2.56,2.98,3.41
3607,3187,1.149,1.27,1.7,2.12,2.38,2.55,2.97,3.4
3671,3251,1.152,1.27,1.69,2.12,2.37,2.54,2.96,3.39
3735,3315,1.155,1.26,1.69,2.11,2.36,2.53,2.95,3.38
